id,name,address,city,state,postal_code,phone_number
3211,PHO HUYNH HIEP II,1833 IRVING ST ,San Francisco,CA,94122,
3216,HOUSE OF DONUTS/COPPER KETTLE,2240 TARAVAL ST ,San Francisco,CA,94116,
3217,MARNEE THAI RESTAURANT,1243 09TH AVE ,San Francisco,CA,94122,
3218,GIORGIO'S PIZZA,151 CLEMENT ST ,San Francisco,CA,94118,
3221,PASQUALES,700 IRVING ST ,San Francisco,CA,94122,+14155662140
3222,MEL'S DRIVE-IN,3355 GEARY BLVD ,San Francisco,CA,94118,
3224,CLEMENT RESTAURANT,621 CLEMENT ST ,San Francisco,CA,94118,
3228,THANH LONG RESTAURANT,4101 JUDAH ST ,San Francisco,CA,94122,+14155257984
3229,TOMMYS MEXICAN RESTAURANT,5929 GEARY BLVD ,San Francisco,CA,94121,
3237,LAM HOA THUAN RESTAURANT,2337 IRVING ST ,San Francisco,CA,94122,
3241,SHENG KEE BAKERY,1941 IRVING ST ,San Francisco,CA,94122,
3248,ST. ANNE'S HOME,300 LAKE ST ,San Francisco,CA,94118,
3252,LITTLE JOES PIZZA REST.,5006 MISSION ST ,San Francisco,CA,94112,+14155333684
3253,S F GOLF CLUB,1310 JUNIPERO SERRA BLVD ,San Francisco,CA,94132,+14155464100
3260,KENTUCKY FRIED CHICKEN,2040 OCEAN AVE ,San Francisco,CA,94127,+14155580566
3261,AMBROSIA BAKERY,2605 OCEAN AVE ,San Francisco,CA,94132,+14155335305
3262,VILLA D'ESTE,2623 OCEAN AVE ,San Francisco,CA,94132,+14155330580
3263,CROATIAN CULTURAL CENTER,60 ONONDAGA AVE ,San Francisco,CA,94112,+14150923203
3265,CAFE NORDSTROM,285 WINSTON DR ,San Francisco,CA,94132,+14155751344
3267,THE OLIVE GARDEN ITALIAN,3251 20TH AVE ,San Francisco,CA,94132,+14155666770
3272,CIGAR BAR AND GRILL,850 MONTGOMERY ST ,San Francisco,CA,94133,
3273,O'REILLY'S IRISH PUB & RESTAURANT,622 GREEN ST ,San Francisco,CA,94133,
3275,GREAT CITY DELI,1801 DIVISADERO ST ,San Francisco,CA,94115,+14155935455
3279,BURGER KING 4525,1701 FILLMORE ST ,San Francisco,CA,94115,
3280,HARRY'S BAR,2020 FILLMORE ST ,San Francisco,CA,94115,+14155921000
3282,CAFE ABIR,1300 FULTON ST ,San Francisco,CA,94117,
3283,WESTERN PARK APARTMENTS,1280 LAGUNA ST ,San Francisco,CA,94109,
3285,WING LUM CAFE,1150 POLK ST ,San Francisco,CA,94109,
3286,SUPER BURRITO,1200 POLK ST ,San Francisco,CA,94109,
3296,GRANADA HOTEL DINING ROOM,1000 SUTTER ST ,San Francisco,CA,94109,
3298,PASTA POMODORO,3611 CALIFORNIA ST ,San Francisco,CA,94118,
3299,WOK SHOP CAFE,1307 SUTTER ST ,San Francisco,CA,94109,+14155772142
3300,"BROADMOOR, THE",1499 SUTTER ST ,San Francisco,CA,94109,
3302,RUSSIAN CENTER SOCIAL HALL,2450 SUTTER ST ,San Francisco,CA,94115,+14155927631
3304,ROUND TABLE PIZZA,801 VAN NESS AVE,San Francisco,CA,94109,
3309,ALBORZ,1245 VAN NESS AVE ,San Francisco,CA,94109,+14155444321
3315,WILLIAMS-SONOMA GRANDE CUISINE CLUB,3250 VAN NESS AVE ,San Francisco,CA,94109,
3316,ROUND TABLE PIZZA,1503 NORTH POINT ST ,San Francisco,CA,94123,
3317,PANE E VINO TRATTORIA,1715 UNION ST ,San Francisco,CA,94123,+14155442111
3319,HARRY DENTON'S ROUGE,1500 BROADWAY ST ,San Francisco,CA,94109,+14155547938
3323,SWENSEN'S OF SF INC,1999 HYDE ST ,San Francisco,CA,94109,
3324,BUENA VISTA CAFE,2765 HYDE ST ,San Francisco,CA,94109,
3325,JACKS CANNERY,2801 LEAVENWORTH ST ,San Francisco,CA,94133,
3328,GARY DANKO,800 NORTH POINT ST ,San Francisco,CA,94109,
3329,LORI'S DINER,900 NORTH POINT ST #J101,San Francisco,CA,94109,
3331,HARVEY'S,500 CASTRO ST ,San Francisco,CA,94114,+14155434278
3335,THE BELL,1900 POLK ST ,San Francisco,CA,94109,
3337,THE REAL FOOD COMPANY,2140 POLK ST ,San Francisco,CA,94109,
3338,LA FOLIE,2316 POLK ST ,San Francisco,CA,94109,
3343,PERRYS,1944 UNION ST ,San Francisco,CA,94123,+14155929022
3344,BLUE LIGHT CAFE,1979 UNION ST ,San Francisco,CA,94123,+14155925510
3345,"BAR NONE-SF, LLC",1980 UNION ST ,San Francisco,CA,94123,+14155920300
3350,HOUSE OF PRIME RIB,1906 VAN NESS AVE ,San Francisco,CA,94109,
3365,TOGO'S /  BASKIN ROBBINS,570 BATTERY ST ,San Francisco,CA,94111,
3373,NEW DELHI RESTAURANT,160 ELLIS ST ,San Francisco,CA,94102,
3374,DAILY GRILL,347 GEARY ST ,San Francisco,CA,94102,
3375,SUSHI BOAT RESTAURANT,389 GEARY ST ,San Francisco,CA,94102,
3388,HANA ZEN YAKITORI AND SUSHI BAR,115 CYRIL MAGNIN ST ,San Francisco,CA,94102,
3392,FAMILY BILLIARDS,2807 GEARY BLVD ,San Francisco,CA,94118,
3393,DON RAMON,225 11TH ST ,San Francisco,CA,94103,+14155339141
3394,ANNABELLE'S BAR &  BISTRO,68 04TH ST ,San Francisco,CA,94103,+14155984400
3397,21ST AMENDMENT BREWERY CAFE,563 02ND ST ,San Francisco,CA,94107,
3403,FARALLON,450 POST ST 1ST FLOOR,San Francisco,CA,94102,
3405,GARDEN CT. RESTAURANT & BAR,2 NEW MONTGOMERY ST ,San Francisco,CA,94105,
3409,OZUMO,161 STEUART ST ,San Francisco,CA,94105,
3414,TASTE CATERING,3450 03RD ST 4D,San Francisco,CA,94124,
3420,MCDONALDS,345 BAYSHORE BLVD ,San Francisco,CA,94124,
3425,KENTUCKY FRIED CHICKEN,1610 JERROLD AVE ,San Francisco,CA,94124,
3426,BONANZA RESTAURANT,16 TOLAND ST ,San Francisco,CA,94124,+14155642227
3428,LEVI STRAUSS & CO,"1155 BATTERY ST,  7TH FLOOR",San Francisco,CA,94111,
3429,"SAFEWAY STORES, INC. #1206",300 BAY ST ,San Francisco,CA,94133,
3431,BIMBO'S 365 CLUB,1025 COLUMBUS AVE ,San Francisco,CA,94133,
3432,MARRIOTT FISHERMAN'S WHARF,1250 COLUMBUS AVE ,San Francisco,CA,94133,
3433,ALIOTO'S,FOOT OF TAYLOR ST #8,San Francisco,CA,94133,
3437,FOG HARBOR FISH HOUSE,PIER 39  SPACE A202,San Francisco,CA,94133,
3439,WIPE OUT BAR & GRILL,PIER 39,San Francisco,CA,94133,
3440,MV CALIFORNIA HORNBLOWER, PIER3 EMBARCADERO  ,San Francisco,CA,94111,
3442,NEPTUNE'S PALACE SEAFOOD RESTAURANT,PIER 39  SPACE 206-8,San Francisco,CA,94133,
3443,CRAB HOUSE,PIER 39  SPACE 203C,San Francisco,CA,94133,
3444,THE PIER MARKET,PIER 39  SPACE 103,San Francisco,CA,94133,
3445,SWISS LOUIS RESTAURANT,PIER 39  204,San Francisco,CA,94133,
3446,SCOMA'S RESTAURANT,PIER 47,San Francisco,CA,94133,
3449,SHERATON FISHERMAN'S WHARF,2500 MASON ST ,San Francisco,CA,94133,
3456,"CANTON DIM SUM HOUSE, INC.",655 FOLSOM ST 2/F,San Francisco,CA,94107,
3457,RESTAURANT LULU,812 FOLSOM ST ,San Francisco,CA,94107,+14155495775
3459,BASIL THAI RESTAURANT & BAR,1175 FOLSOM ST ,San Francisco,CA,94103,
3468,E & O ASIAN KITCHEN,314 SUTTER ST ,San Francisco,CA,94108,
3475,NORTH BEACH PIZZA,4787 MISSION ST ,San Francisco,CA,94112,
3476,GRAND LODGE OF CALIFORNIA,5051 MISSION ST ,San Francisco,CA,94112,
3477,CHOW,215 CHURCH ST ,San Francisco,CA,94114,+14155552469
3478,ROUND TABLE PIZZA,2660 SAN BRUNO AVE ,San Francisco,CA,94134,
3480,OCEAN PEARL RESTAURANT,781 BROADWAY ST ,San Francisco,CA,94133,
3481,TRATTORIA CONTADINA RESTAURANT,1800 MASON ST ,San Francisco,CA,94133,
3482,SEARS FINE FOOD,439 POWELL ST,San Francisco,CA,94102,
3483,PACIFIC COURT CAFE,"728 PACIFIC AVE, APT #117",San Francisco,CA,94133,
3484,BOULEVARD,1 MISSION ST ,San Francisco,CA,94105,
3485,THE BEACH CHALET BREWERY & REST.,1000 GREAT HIGHWAY  ,San Francisco,CA,94121,
3488,SUSHI RIKA,900 BUSH ST C101,San Francisco,CA,94109,
3490,MORTON'S CHICAGO STEAKHOUSE,404 POST ST ,San Francisco,CA,94102,
3491,BORODUDUR RESTAURANT,700 POST ST ,San Francisco,CA,94109,
3492,UNIVERSITY CLUB,800 POWELL ST,San Francisco,CA,94108,
3495,RYOKO'S,619 TAYLOR ST ,San Francisco,CA,94102,
3496,BOHEMIAN CLUB,624 TAYLOR ST ,San Francisco,CA,94102,
3497,VENTICELLO RISTORANTE,1257 TAYLOR ST ,San Francisco,CA,94108,
3498,PACIFIC UNION CLUB,1000 CALIFORNIA ST ,San Francisco,CA,94108,
3503,STARBUCKS COFFEE,565 CLAY ST ,San Francisco,CA,94111,
3504,ORIENTAL PEARL RESTAURANT,760 CLAY ST ,San Francisco,CA,94108,
3510,CITY VIEW RESTAURANT,662 COMMERCIAL ST ,San Francisco,CA,94111,
3512,L' OLIVIER RESTAURANT,465 DAVIS ST ,San Francisco,CA,94111,
3515,BOUDIN BAKERY,4 EMBARCADERO CENTER  ,San Francisco,CA,94111,
3518,"HYATT REGENCY - MAIN KITCHEN, EMPLOYEES CAFETERIA",5 EMBARCADERO CENTER  ,San Francisco,CA,94111,
3519,ECLIPSE CAFE,5 EMBARCADERO CENTER  ,San Francisco,CA,94111,
3520,BIX,56 GOLD ST ,San Francisco,CA,94111,
3521,EMPRESS OF CHINA,838 GRANT AVE ,San Francisco,CA,94108,
3522,BOW HON RESTAURANT,850 GRANT AVE ,San Francisco,CA,94108,
3524,GOLDEN GATE BAKERY,1029 GRANT AVE ,San Francisco,CA,94133,
3525,VILLA TAVERNA,27 HOTALING PL ,San Francisco,CA,94111,
3528,HUNAN HOME'S RESTAURANT,622 JACKSON ST ,San Francisco,CA,94133,
3529,GREAT EASTERN RESTAURANT,649 JACKSON ST ,San Francisco,CA,94133,
3536,MRS. T'S CAFE,809 MONTGOMERY ST ,San Francisco,CA,94133,
3538,PALIO D'ASTI,640 SACRAMENTO ST ,San Francisco,CA,94111,
3541,IL MASSIMO DEL PANINO,441 WASHINGTON ST ,San Francisco,CA,94111,
3543,PENANG GARDEN  RESTAURANT,728 WASHINGTON ST ,San Francisco,CA,94108,
3547,GOLDEN STAR VIETNAMESE RESTAURANT,11 WALTER U LUM PL ,San Francisco,CA,94108,
3548,BELDEN TAVERNA,52 BELDEN PL ,San Francisco,CA,94104,
3549,MAS SAKE,2030 LOMBARD ST ,San Francisco,CA,94123,+14155441505
3550,NOAH'S NEW YORK BAGELS #2113,100 BUSH ST #102,San Francisco,CA,94104,
3557,CAFE DE LA PRESSE/ROUGE & BLANC,334 GRANT AVE ,San Francisco,CA,94108,
3561,LEE'S DELI,235 MONTGOMERY ST ,San Francisco,CA,94104,
3562,MIXED GREENS PREP KITCHEN,170 O'FARRELL ST 8TH FLOOR,San Francisco,CA,94102,
3566,MANDALAY RESTAURANT,4348 CALIFORNIA STREET,San Francisco,CA,94118,
3571,CITY CLUB,"155 SANSOME ST, 10TH FLOOR",San Francisco,CA,94104,
3575,ALFRED'S STEAKHOUSE,659 MERCHANT ST ,San Francisco,CA,94111,
3578,NEIMAN MARCUS - ROTUNDA,150 STOCKTON ST,San Francisco,CA,94108,
3586,THE PIG & WHISTLE,2801 GEARY BLVD ,San Francisco,CA,94118,
3587,SUPERIOR PALACE SEAFOOD REST.,3546 BALBOA ST ,San Francisco,CA,94121,
3591,TON KIANG RESTAURANT #2,5821 GEARY BLVD ,San Francisco,CA,94121,
3594,CELIAS RESTAURANT,4019 JUDAH ST ,San Francisco,CA,94122,
3595,SAFEWAY #785,850 LA PLAYA ST ,San Francisco,CA,94121,
3607,TERRACE CAFE,1 ZOO RD ,San Francisco,CA,94132,+14155757132
3611,ABSINTHE BRASSERIE & BAR,398 HAYES ST ,San Francisco,CA,94102,+14155551590
3612,GARIBALDIS ON PRESIDIO,347 PRESIDIO AVE ,San Francisco,CA,94115,+14155568841
3613,IL PIRATA,2007 16TH ST ,San Francisco,CA,94103,
3614,"TAQUERIA ""LOS COYOTES"" #2",3036 16TH ST ,San Francisco,CA,94103,
3615,TARTINE BAKERY,0600 GUERRERO ST,San Francisco,CA,94110,+14155482600
3616,THE LIBERTIES IRISH BAR & REST.,0994 GUERRERO ST,San Francisco,CA,94110,+14155286789
3621,JIM'S RESTAURANT,2420 MISSION ST ,San Francisco,CA,94110,+14155286020
3623,CHAVA'S,2839 MISSION ST,San Francisco,CA,94110,+14155280283
3626,BERETTA,1199 VALENCIA ST,San Francisco,CA,94110,+14155691199
3630,MAD DOG IN THE FOG,530 HAIGHT ST ,San Francisco,CA,94117,+14155627279
3631,NOC NOC,557 HAIGHT ST ,San Francisco,CA,94117,+14155865811
3633,MAGNOLIA PUB & BREWERY,1398 HAIGHT ST,San Francisco,CA,94117,
3639,CHA-CHA-CHA RESTAURANT,1801 HAIGHT ST ,San Francisco,CA,94117,
3640,HAYES STREET GRILL,324 HAYES ST ,San Francisco,CA,94102,
3642,ABSINTHE PASTRY,201 IVY ST ,San Francisco,CA,94102,
3643,SUPPENKUCHE,525 LAGUNA ST ,San Francisco,CA,94102,
3645,ZUNI CAFE,1658 MARKET ST ,San Francisco,CA,94102,+14155552522
3646,THE MINT B & R INC.,1942 MARKET ST ,San Francisco,CA,94102,+14155624726
3649,SAFEWAY #1490,2300 16TH ST ,San Francisco,CA,94103,+14155571120
3651,PANCHO VILLA,3071 16TH ST ,San Francisco,CA,94103,+14155868840
3655,VERDI CLUB,2424A MARIPOSA ST ,San Francisco,CA,94110,
3659,SQUAT & GOBBLE CAFE #4,001 WEST PORTAL AVE ,San Francisco,CA,94127,
3661,LA CUMBRE,515 VALENCIA ST ,San Francisco,CA,94110,+14155868205
3664,DELESSIO MARKET & BAKERY,1695 MARKET ST ,San Francisco,CA,94103,+14155555559
3665,TOWER CARWASH,1601 MISSION ST ,San Francisco,CA,94102,+14155559274
3674,HOLIDAY INN - GOLDEN GATEWAY,1500 VAN NESS AVE ,San Francisco,CA,94109,
3675,HO'S BAR & RESTAURANT INC,2360 VAN NESS AVE ,San Francisco,CA,94109,
3676,CHINATOWN RESTAURANT,744 WASHINGTON ST ,San Francisco,CA,94108,
3677,MOLLIE STONE'S TOWER MARKET,635 PORTOLA DRIVE,San Francisco,CA,94127,
3678,ROUND TABLE PIZZA,737 PORTOLA DR ,San Francisco,CA,94127,+14155689595
3682,KENTUCKY FRIED CHICKEN,1881 GEARY ST ,San Francisco,CA,94115,
3685,FUJI RESTAURANT,301 WEST PORTAL AVE ,San Francisco,CA,94127,+14155566360
3690,BENIHANA OF TOKYO,1737 POST ST ,San Francisco,CA,94115,+14155564844
3693,NEW HING LUNG RESTAURANT,1556 NORIEGA ST ,San Francisco,CA,94122,
3699,MATTERHORN RESTAURANT,2323 VAN NESS AVE ,San Francisco,CA,94109,+14155886116
3700,CHESTNUT ST. COFFEE ROASTERY,2331 CHESTNUT ST ,San Francisco,CA,94123,
3707,ZINGARI,501 POST ST ,San Francisco,CA,94102,
3710,CITY EATS,801 FONT ST ,San Francisco,CA,94132,+14155334201
3711,GAYLORD INDIA RESTAURANT,1 EMBARCADERO CENTER  ,San Francisco,CA,94111,
3715,WE BE SUSHI,538 VALENCIA ST ,San Francisco,CA,94110,+14155520129
3727,ACE WASABI'S ROCK N ROLL SUSHI,3339 STEINER ST ,San Francisco,CA,94123,+14155564903
3728,"GOLD CLUB, THE",650 HOWARD ST ,San Francisco,CA,94105,
3729,RUBY SKYE,420 MASON ST ,San Francisco,CA,94102,
3731,JARDINIERE RESTAURANT,300 GROVE ST ,San Francisco,CA,94102,
3735,BETELNUT,2030 UNION ST ,San Francisco,CA,94123,+14155928855
3736,SAFEWAY #2646,735 07TH AVE ,San Francisco,CA,94118,
3738,CINDERELLA BAKERY & CAFE,0436 BALBOA ST ,San Francisco,CA,94118,
3739,BRYAN'S,3445 CALIFORNIA ST ,San Francisco,CA,94118,
3741,LUCKY PENNY,2670 GEARY BLVD ,San Francisco,CA,94118,
3743,ROUND TABLE PIZZA RESTAURANT,3567 GEARY BLVD ,San Francisco,CA,94118,
3750,TAKARA RESTAURANT,22 PEACE PLAZA  #505,San Francisco,CA,94115,
3752,PAULINE'S PIZZA,260 VALENCIA ST ,San Francisco,CA,94103,+14155552050
3757,EL VALENCIANO,1153 VALENCIA ST,San Francisco,CA,94110,+14155829561
3769,BURGER KING,35 POWELL ST ,San Francisco,CA,94102,
3770,BLONDIE'S PIZZA,63 POWELL ST ,San Francisco,CA,94102,
3776,CARL'S JR.,10 UNITED NATIONS PLAZA  ,San Francisco,CA,94102,
3779,MCDONALDS,600 VAN NESS AVE ,San Francisco,CA,94102,+14155448890
3784,BLOWFISH SUSHI,2170 BRYANT ST ,San Francisco,CA,94110,+14155283848
3790,THE CLIFT HOTEL (SPANISH SUITE),495 GEARY ST 15TH FLOOR,San Francisco,CA,94102,
3791,THE CLIFT HOTEL (MAIN KITCHEN),495 GEARY ST MAIN LEVEL,San Francisco,CA,94102,
3794,BISCUITS & BLUES,401 MASON ST ,San Francisco,CA,94102,
3795,FRENCH CLUB,414 MASON ST  8TH FLOOR,San Francisco,CA,94102,
3796,JOHNNY FOLEY'S IRISH HOUSE,243 O'FARRELL ST ,San Francisco,CA,94102,
3797,SF HILTON - CITYSCAPE,333 O'FARRELL ST 45TH &46TH  FLOORS,San Francisco,CA,94102,
3798,SF HILTON - BANQUET KITCHEN,333 O'FARRELL ST FLOOR F,San Francisco,CA,94102,
3799,SF HILTON -  EMPLOYEES CAFETERIA,333 O'FARRELL ST LEVEL B,San Francisco,CA,94102,
3800,MARRAKECH MORROCAN RESTAURANT,419 O'FARRELL ST ,San Francisco,CA,94102,
3802,THE GREAT AMERICAN MUSIC HALL,859 O'FARRELL ST ,San Francisco,CA,94109,
3803,METROPOLITAN CLUB,640 SUTTER ST ,San Francisco,CA,94102,
3809,MAX'S MARKET,555 CALIFORNIA ST ,San Francisco,CA,94104,
3815,FIDDLER'S GREEN,1333 COLUMBUS AVE ,San Francisco,CA,94133,
3816,WASHINGTON BAKERY & RESTAURANT,733 WASHINGTON ST ,San Francisco,CA,94108,
3817,HAPPY CHINESE RESTAURANT,1324 POWELL ST ,San Francisco,CA,94133,
3819,SAFEWAY #667,5290 DIAMOND HEIGHTS BLVD ,San Francisco,CA,94131,+14155827744
3822,FLOATING SUSHI BOAT RESTAURANT,700 GRANT AVE ,San Francisco,CA,94108,
3825,COVE CAFE,434 CASTRO ST ,San Francisco,CA,94114,+14155620462
3827,MCDONALDS,820 BRYANT STREET,San Francisco,CA,94513,
3830,CAFE FLORE,2298 MARKET ST ,San Francisco,CA,94114,+14155628579
3832,CAFE DU NORD,2170 MARKET ST ,San Francisco,CA,94114,+14155865016
3834,SAFEWAY #1507,2020 MARKET ST ,San Francisco,CA,94114,+14155867660
3838,CAFE PICARO,3120 16TH ST ,San Francisco,CA,94103,+14155434089
3839,EL TORO TAQUERIA,598 VALENCIA ST ,San Francisco,CA,94110,+14155433351
3846,WARAKABUNE RESTAURANT,307 CHURCH ST ,San Francisco,CA,94114,+14155628383
3850,THAI HOUSE EXPRESS ON CASTRO,599 CASTRO,San Francisco,CA,94114,+14155865000
3855,RAINBOW GROCERY,1745 FOLSOM ST ,San Francisco,CA,94103,
3858,HUNAN RESTAURANT,110 NATOMA ST ,San Francisco,CA,94105,
3859,THIRSTY BEAR BREWING CO,661 HOWARD ST ,San Francisco,CA,94105,
3861,CINCO DE MAYO TAQUERIA & GROCERY,2426 SAN BRUNO AVE ,San Francisco,CA,94134,
3862,IMPERIAL GARDEN SEAFOOD RESTAURANT,2626 SAN BRUNO AVE ,San Francisco,CA,94134,+14155469666
3864,3RD STREET GRILL,695 03RD ST ,San Francisco,CA,94107,
3866,PORCELLINO,1550 CHURCH ST,San Francisco,CA,94131,+14155644500
3867,BACCO,737 DIAMOND ST,San Francisco,CA,94114,+14155284969
3868,BARNEY'S,4138 24TH ST ,San Francisco,CA,94114,+14155287770
3869,SAFEWAY #739,3350 MISSION ST ,San Francisco,CA,94110,+14155822866
3870,LA ALTENA,3346 MISSION ST ,San Francisco,CA,94110,+14155648415
3871,CORONITAS,3326 MISSION ST ,San Francisco,CA,94110,+14155284555
3875,MARINA SUPER,2323 CHESTNUT ST ,San Francisco,CA,94123,
3877,BALBOA CAFE,3199 FILLMORE ST ,San Francisco,CA,94123,+14155923944
3881,INTERNATIONAL HOUSE OF PANCAKES,2299 LOMBARD ST ,San Francisco,CA,94123,
3885,IZZY'S STEAK & CHOP HOUSE,3345 STEINER ST ,San Francisco,CA,94123,+14155560487
3888,AZIZA RESTAURANT,5800 GEARY BLVD ,San Francisco,CA,94121,
3892,PORTICO,245 MARKET ST #3,San Francisco,CA,94103,
3895,CABLE CAR RESTAURANT,1040 COLUMBUS AVE ,San Francisco,CA,94133,
3896,MCDONALDS,701 03RD ST ,San Francisco,CA,94107,
3898,RISTORANTE UMBRIA,198 02ND ST ,San Francisco,CA,94105,
3899,FIREWOOD CAFE,4248 18TH ST ,San Francisco,CA,94110,+14155250999
3902,ST. FRANCIS MEMORIAL HOSPITAL - EMPLOYEES CAFETERIA,"900 HYDE ST, 2ND FLOOR",San Francisco,CA,94109,
3910,2001 THAI STICK,2001 FILLMORE ST ,San Francisco,CA,94115,+14155886100
3911,BURGER KING,1690 VALENCIA ST ,San Francisco,CA,94110,+14155251729
3920,BOSTON MARKET,2300 16TH ST ,San Francisco,CA,94103,+14155867666
3924,SAN FRANCISCO SOUP COMPANY,221 MONTGOMERY ST ,San Francisco,CA,94104,
3926,"ESPETUS CHURRASCARIA, INC.",1686 MARKET ST ,San Francisco,CA,94102,
3929,"OPERA HOUSE - BASEMENT,LOWER LOUNGE",301 VAN NESS AVE ,San Francisco,CA,94102,+14155251932
3935,"LE COLONIAL, SF, LLC",20 COSMO PL ,San Francisco,CA,94109,
3936,BOUDIN BAKERY,"251 GEARY ST, BASEMENT (MACY'S)",San Francisco,CA,94102,
3939,BISTRO BURGER,201 MISSION ST ,San Francisco,CA,94105,
3942,BAY WATCH,2150 LOMBARD ST ,San Francisco,CA,94123,
3948,MEL'S DRIVE-IN,833 MISSION ST ,San Francisco,CA,94103,+14155220793
3951,KIRIN RESTAURANT,6135 GEARY BLVD ,San Francisco,CA,94121,
3953,TRATTORIA PINOCCHIO,401 COLUMBUS AVE ,San Francisco,CA,94133,
3955,PARAGON RESTAURANT & BAR,701 02ND ST ,San Francisco,CA,94107,
3956,AMANTE,570 GREEN ST ,San Francisco,CA,94133,
3959,HORNBLOWER - SANTA ROSA,PIER 3  THE EMBARCADERO,San Francisco,CA,94111,
3960,GAP INC.,2 FOLSOM STREET,San Francisco,CA,94105,
3962,CROSSROADS CAFE,699 DELANCEY ST,San Francisco,CA,94107,
3963,EUREST DINING SERVICES,211 MAIN ST 9/F,San Francisco,CA,94105,
3972,SEASONS BAR,757 MARKET ST 5/FL,San Francisco,CA,94103,
3982,SLIM'S,333 11TH ST ,San Francisco,CA,94103,+14155250333
4025,SING SING,309 HYDE ST ,San Francisco,CA,94109,
4037,EDINBURGH CASTLE PUB,950 GEARY ST ,San Francisco,CA,94109,
4056,FERRY PLAZA WINE MERCHANT,1 FERRY BUILDING  #23,San Francisco,CA,94111,
4057,SF MARRIOTT BIN (FORMERLYATRIUM LOUNGE),55 04TH ST ,San Francisco,CA,94103,
4068,ROARING 20'S,552 BROADWAY ST ,San Francisco,CA,94133,
4071,GINO AND CARLO INC,548 GREEN ST ,San Francisco,CA,94133,
4072,HUSTLER CLUB,1031 KEARNY ST ,San Francisco,CA,94133,
4073,CAPP'S CORNER II,1600 POWELL ST ,San Francisco,CA,94133,
4078,SHANNON ARMS,915 TARAVAL,San Francisco,CA,94116,
4085,HOCKEY HAVEN,3625 BALBOA ST ,San Francisco,CA,94121,
4108,SAN FRANCISCO BELLE,PIER 3,San Francisco,CA,94111,+14155948305
4112,HEMLOCK TAVERN,1131 POLK ST ,San Francisco,CA,94109,
4127,CRESTA'S 2211 CLUB,2211 POLK ST ,San Francisco,CA,94109,
4140,TITANIC LOUNGE AKA GANGWAY,841 LARKIN ST ,San Francisco,CA,94109,
4145,FINAL FINAL,2990 BAKER ST ,San Francisco,CA,94123,
4152,THE GLAS KAT,520 04TH ST ,San Francisco,CA,94107,
4158,HOLIDAY INN FISHERMAN'S WHARF,1300 COLUMBUS AVE ,San Francisco,CA,94133,
4171,SOUTH BEACH YACHT CLUB,PIER 40,San Francisco,CA,94107,
4184,GLENEAGLES GOLF COURSE AT M P,2100 SUNNYDALE AVE ,San Francisco,CA,94134,
4209,RITZ-CARLTON SF - BAKERY,600 STOCKTON ST 2ND FLOOR,San Francisco,CA,94108,
4231,THE PAGE,298 DIVISADERO ST ,San Francisco,CA,94117,
4249,CAFE DU SOLEIL,200 FILLMORE ST ,San Francisco,CA,94117,+14155938637
4257,DELUXE,1509 HAIGHT ST ,San Francisco,CA,94117,+14155556949
4323,DIVA'S,1081 3 ST ,San Francisco,CA,94109,+14155473482
4335,ASIA SF LLC,201 09TH ST ,San Francisco,CA,94103,+14155256789
4372,CLUB PUERTORRIQUENO OF SF INC.,3249A MISSION ST ,San Francisco,CA,94110,+14150706215
4400,BOTTOM OF THE HILL,1233 17TH ST ,San Francisco,CA,94107,+14150204876
4412,THE BUBBLE LOUNGE,714 MONTGOMERY ST ,San Francisco,CA,94111,
4416,SWEETIE'S,475 FRANCISCO ST ,San Francisco,CA,94133,
4421,CREPE CAFE,PIER 39  SPACE D-3,San Francisco,CA,94133,
4424,OUTTA HERE,2130 FULTON ST ,San Francisco,CA,94117,
4425,STARBUCKS COFFEE,1298 HOWARD ST ,San Francisco,CA,94103,+14155567385
4427,ASAD MARKET,229 09TH ST ,San Francisco,CA,94103,
4434,NOE VALLEY BAKERY & BREAD CO.,4073 24TH ST ,San Francisco,CA,94114,+14155551405
4438,DIANA MARKET #2,282 09TH ST ,San Francisco,CA,94103,+14155863189
4444,JAMBA JUICE #138,74 NEW MONTGOMERY ST ,San Francisco,CA,94105,
4445,MARTHA & BROS. COFFEE COMPANY,3868 24TH ST ,San Francisco,CA,94114,
4447,FOOD EXPRESS,716 GRANT AVE ,San Francisco,CA,94108,
4449,UNIVERSAL BAKERY INC.,3458 MISSION ST ,San Francisco,CA,94110,
4461,COTTAGE MARKET,798 BUSH ST,San Francisco,CA,94108,
4462,"HOTWOK EXPRESS, INC",605 BATTERY ST ,San Francisco,CA,94111,
4465,FREDDIE'S SANDWICHES,300 FRANCISCO ST ,San Francisco,CA,94133,
4469,BOUDIN RESTAURANT,160 JEFFERSON  2ND FLOOR,San Francisco,CA,94133,
4474,17TH & NOE MARKET,3900 17TH ST ,San Francisco,CA,94114,+14155866337
4475,SPOT LIGHT MARKET,298 GUERRERO ST ,San Francisco,CA,94103,+14155862778
4476,AFC SUSHI @ SAFEWAY 4601,145 JACKSON ST ,San Francisco,CA,94111,
4478,AFC SUSHI @ SAFEWAY #1490,2300 16TH ST ,San Francisco,CA,94103,+14155571120
4479,COURTNEY'S PRODUCE II,101 CASTRO ST ,San Francisco,CA,94114,+14155621850
4480,STARBUCKS COFFEE,3995 24TH ST ,San Francisco,CA,94114,
4481,BI RITE MARKET,3639 18TH ST ,San Francisco,CA,94110,
